state,county,agegrp,tot_pop,tot_male,tot_female,wac_male,wac_female,bac_male,bac_female,h_male,h_female
20,181,8,371,195,176,189,168,4,6,32,29
20,181,9,306,150,156,148,155,1,0,30,26
20,181,10,294,142,152,134,147,4,2,14,22
20,181,11,294,158,136,152,129,1,2,27,14
20,181,12,417,206,211,200,205,4,5,16,13
20,181,13,427,214,213,211,208,2,4,10,16
20,181,14,344,181,163,176,163,2,0,10,7
20,181,15,263,129,134,127,131,0,1,3,5
20,181,16,208,87,121,86,120,0,0,4,4
20,181,17,172,76,96,73,94,1,1,6,5
20,181,18,165,65,100,64,100,1,0,5,4
20,183,0,3583,1804,1779,1773,1755,24,25,41,43
20,183,1,221,107,114,105,110,1,6,6,3
20,183,2,175,89,86,88,84,3,9,3,3
20,183,3,209,112,97,109,95,5,4,3,7
20,183,4,214,111,103,107,102,4,3,7,6
20,183,5,138,76,62,72,60,2,1,5,5
20,183,6,167,95,72,92,71,1,1,2,4
20,183,7,137,71,66,68,66,2,0,2,1
20,183,8,190,91,99,90,97,0,0,6,1
20,183,9,178,90,88,88,87,1,0,1,3
20,183,10,154,83,71,80,69,1,0,3,2
20,183,11,169,78,91,77,88,1,1,2,0
20,183,12,313,156,157,152,157,2,0,1,2
20,183,13,316,160,156,160,153,0,0,0,3
20,183,14,303,166,137,166,137,0,0,0,2
20,183,15,215,114,101,114,101,0,0,0,0
20,183,16,134,57,77,57,76,0,0,0,0
20,183,17,145,55,90,55,90,0,0,0,0
20,183,18,205,93,112,93,112,1,0,0,1
20,185,0,4156,2106,2050,2030,1984,34,36,304,251
20,185,1,263,135,128,130,124,7,6,30,25
20,185,2,275,146,129,139,127,7,6,23,33
20,185,3,271,143,128,135,125,2,6,42,29
20,185,4,262,154,108,144,104,5,3,41,29
20,185,5,210,116,94,113,89,0,2,30,23
20,185,6,207,106,101,98,96,3,3,18,11
20,185,7,221,112,109,110,105,1,3,12,10
20,185,8,206,117,89,114,88,1,0,22,12
20,185,9,184,81,103,76,100,3,1,20,20
20,185,10,192,94,98,85,91,3,2,11,11
20,185,11,248,122,126,118,120,0,1,25,16
20,185,12,327,168,159,166,151,0,1,16,14
20,185,13,331,170,161,164,159,1,1,5,6
20,185,14,266,133,133,133,129,0,0,3,7
20,185,15,216,110,106,108,104,1,0,2,1
20,185,16,177,82,95,80,93,0,0,3,1
20,185,17,119,51,68,51,65,0,1,1,1
20,185,18,181,66,115,66,114,0,0,0,2
20,187,0,2006,1001,1005,960,963,34,21,403,359
20,187,1,136,77,59,74,57,1,0,33,31
20,187,2,157,76,81,71,75,4,3,43,39
20,187,3,164,79,85,76,77,12,3,39,42
20,187,4,165,86,79,78,78,0,6,45,33
20,187,5,114,62,52,59,49,5,0,36,26
20,187,6,103,51,52,46,47,6,2,26,17
20,187,7,103,65,38,63,37,1,0,35,16
20,187,8,111,41,70,40,66,0,4,19,21
20,187,9,129,69,60,64,58,1,0,23,23
20,187,10,106,46,60,45,59,0,1,22,31
20,187,11,107,55,52,55,48,1,0,27,25
20,187,12,133,66,67,66,67,1,0,15,15
20,187,13,131,71,60,67,56,2,2,12,9
20,187,14,91,47,44,46,44,0,0,9,13
20,187,15,76,25,51,25,50,0,0,7,16
20,187,16,63,32,31,32,31,0,0,8,1
20,187,17,58,25,33,25,33,0,0,3,1
20,187,18,59,28,31,28,31,0,0,1,0
20,189,0,5485,2700,2785,2592,2691,51,34,1039,1013
20,189,1,338,179,159,165,154,6,3,80,84
20,189,2,441,191,250,182,230,5,10,90,141
20,189,3,516,236,280,229,273,5,5,123,135
20,189,4,399,179,220,172,211,5,3,84,107
20,189,5,324,177,147,171,146,5,2,85,66
20,189,6,297,150,147,142,137,3,3,64,72
20,189,7,274,136,138,130,133,1,1,68,65
20,189,8,351,180,171,171,165,1,0,90,62
20,189,9,293,155,138,149,134,4,0,55,47
20,189,10,308,168,140,163,135,3,2,68,45
20,189,11,346,196,150,190,145,5,1,86,56
20,189,12,357,183,174,172,168,5,1,55,49
20,189,13,326,158,168,154,164,2,2,35,25
20,189,14,268,137,131,134,127,0,0,35,22
20,189,15,207,94,113,92,112,0,0,9,14
20,189,16,173,76,97,75,96,0,1,2,10
20,189,17,109,52,57,48,57,1,0,4,6
20,189,18,158,53,105,53,104,0,0,6,7
20,191,0,22836,11450,11386,11090,10978,260,236,644,637
20,191,1,1345,694,651,676,635,27,24,27,55
20,191,2,1555,788,767,767,743,33,36,73,53
20,191,3,1625,836,789,806,766,24,34,76,63
20,191,4,1527,797,730,754,702,27,27,59,54
20,191,5,1250,650,600,615,578,27,13,60,42
20,191,6,1241,630,611,601,588,24,14,51,49
20,191,7,1270,651,619,625,594,19,12,52,57
20,191,8,1359,717,642,700,605,8,19,50,36
20,191,9,1300,659,641,639,596,9,6,27,40
20,191,10,1226,633,593,617,568,12,9,29,27
20,191,11,1330,648,682,636,649,6,7,29,24
20,191,12,1638,815,823,788,799,9,6,35,31
20,191,13,1787,896,891,872,867,14,10,25,31
20,191,14,1455,752,703,732,686,7,3,19,24
20,191,15,1012,485,527,477,515,6,2,12,18
20,191,16,744,358,386,354,376,3,3,9,8
20,191,17,542,225,317,222,303,3,7,7,15
20,191,18,630,216,414,209,408,2,4,4,10
20,193,0,7777,3795,3982,3670,3854,83,66,290,292
20,193,1,574,289,285,280,273,9,14,40,40
20,193,2,519,277,242,272,236,9,7,40,27
20,193,3,477,237,240,226,235,11,8,25,26
20,193,4,607,292,315,276,296,11,8,27,23
20,193,5,670,299,371,279,354,13,12,32,35
20,193,6,492,247,245,238,232,4,2,24,34
20,193,7,471,232,239,223,232,6,4,13,18
20,193,8,443,240,203,233,193,3,3,27,15
20,193,9,382,199,183,191,175,1,1,14,22
20,193,10,383,187,196,185,190,0,2,18,12
20,193,11,327,161,166,157,164,2,0,11,9
20,193,12,520,249,271,240,262,5,1,3,3
20,193,13,507,241,266,237,259,2,3,3,7
20,193,14,455,240,215,234,212,4,0,5,10
20,193,15,288,142,146,139,145,0,0,0,4
20,193,16,248,110,138,109,136,1,0,4,3
20,193,17,180,71,109,69,108,1,1,2,2
20,193,18,234,82,152,82,152,1,0,2,2
20,195,0,2803,1426,1377,1397,1358,21,20,39,35
20,195,1,117,70,47,70,47,2,2,3,2
20,195,2,146,85,61,83,60,7,3,4,1
20,195,3,137,70,67,69,65,1,4,5,5
20,195,4,141,68,73,66,67,1,6,5,4
20,195,5,108,59,49,57,49,1,0,4,1
20,195,6,152,82,70,79,68,1,1,8,4
20,195,7,144,81,63,79,62,2,2,2,4
20,195,8,159,73,86,69,85,0,1,1,9
20,195,9,126,66,60,64,58,2,1,1,1
20,195,10,165,86,79,84,79,0,0,1,2
20,195,11,144,63,81,61,81,1,0,2,1
20,195,12,239,123,116,121,114,1,0,0,0
20,195,13,261,130,131,129,131,0,0,1,1
20,195,14,256,127,129,127,127,0,0,0,0
20,195,15,163,88,75,86,75,1,0,1,0
20,195,16,128,62,66,61,66,0,0,0,0
20,195,17,82,36,46,35,46,1,0,0,0
20,195,18,135,57,78,57,78,0,0,1,0
20,197,0,6931,3550,3381,3473,3312,63,56,180,137
20,197,1,395,211,184,209,184,6,6,21,10
20,197,2,458,255,203,248,200,5,8,22,15
20,197,3,447,232,215,229,211,6,5,11,16
20,197,4,453,236,217,231,212,4,8,25,11
20,197,5,336,166,170,160,162,7,9,10,13
20,197,6,335,160,175,158,166,0,4,6,13
20,197,7,343,187,156,179,151,6,1,14,8
20,197,8,376,183,193,177,192,4,0,14,5
20,197,9,390,207,183,200,181,6,2,15,11
20,197,10,371,183,188,175,184,5,3,9,7
20,197,11,404,204,200,200,190,4,6,11,3
20,197,12,588,302,286,299,282,2,0,6,3
20,197,13,585,300,285,290,283,5,1,5,8
20,197,14,486,260,226,256,223,1,0,3,4
20,197,15,375,200,175,199,171,1,1,3,3
20,197,16,241,121,120,121,119,0,0,1,2
20,197,17,175,85,90,84,88,1,1,3,2
20,197,18,173,58,115,58,113,0,1,1,3
20,199,0,1518,760,758,746,748,19,18,71,67
20,199,1,104,54,50,54,50,1,1,7,12
20,199,2,110,47,63,46,61,1,5,10,8
20,199,3,99,42,57,41,57,3,9,4,5
20,199,4,97,49,48,48,47,3,0,6,8
20,199,5,81,47,34,46,34,3,0,9,3
20,199,6,80,38,42,36,40,1,2,5,3
20,199,7,80,44,36,44,36,0,0,2,7
20,199,8,74,35,39,32,39,1,0,1,4
20,199,9,64,33,31,32,30,2,1,5,3
20,199,10,61,34,27,33,27,1,0,4,2
20,199,11,74,38,36,36,36,2,0,5,4
20,199,12,114,54,60,54,59,0,0,3,1
20,199,13,112,68,44,67,44,1,0,2,3
20,199,14,104,53,51,53,51,0,0,6,2
20,199,15,88,47,41,47,39,0,0,1,1
20,199,16,53,33,20,33,20,0,0,1,0
20,199,17,49,17,32,17,31,0,0,0,1
20,199,18,74,27,47,27,47,0,0,0,0
20,201,0,5406,2749,2657,2700,2597,23,39,124,92
20,201,1,365,190,175,186,172,3,1,16,10
20,201,2,338,191,147,188,140,3,10,11,8
20,201,3,328,168,160,161,156,5,5,16,15
20,201,4,292,150,142,141,133,3,9,12,16
20,201,5,310,168,142,164,133,0,6,8,2
20,201,6,271,136,135,133,130,0,1,7,4
20,201,7,254,128,126,125,121,1,1,10,8
20,201,8,307,172,135,169,132,1,3,13,6
20,201,9,249,142,107,142,107,1,0,14,5
20,201,10,271,142,129,136,126,4,0,6,6
20,201,11,307,157,150,154,148,0,0,4,2
20,201,12,417,217,200,217,195,1,1,2,4
20,201,13,403,206,197,205,195,0,0,2,1
20,201,14,343,170,173,169,172,0,0,1,1
20,201,15,281,148,133,146,131,0,1,2,1
20,201,16,229,103,126,103,126,0,0,0,1
20,201,17,190,69,121,69,121,0,1,0,0
20,201,18,251,92,159,92,159,1,0,0,2
20,203,0,2119,1097,1022,1057,989,33,26,354,296
20,203,1,134,77,57,75,55,2,1,31,17
20,203,2,182,94,88,92,75,3,10,46,43
20,203,3,160,71,89,70,87,3,4,33,32
20,203,4,145,67,78,65,77,2,4,27,43
20,203,5,112,67,45,63,42,6,1,27,19
20,203,6,109,60,49,52,45,6,3,25,14
20,203,7,102,59,43,53,41,3,1,25,15
20,203,8,104,45,59,43,57,1,1,14,19
20,203,9,122,67,55,64,54,2,0,19,18
20,203,10,121,67,54,67,54,0,0,24,15
20,203,11,98,57,41,57,40,0,0,17,14
20,203,12,141,72,69,70,69,3,0,14,11
20,203,13,160,92,68,88,67,1,1,13,10
20,203,14,128,63,65,63,65,0,0,14,7
20,203,15,100,51,49,48,48,1,0,9,8
20,203,16,72,33,39,33,39,0,0,5,8
20,203,17,56,24,32,24,32,0,0,4,2
20,203,18,73,31,42,30,42,0,0,7,1
20,205,0,8525,4222,4303,4113,4166,62,50,164,148
20,205,1,533,275,258,268,253,5,2,15,11
20,205,2,589,317,272,307,261,11,8,22,16
20,205,3,549,256,293,246,285,6,6,10,15
20,205,4,564,301,263,290,245,10,9,12,15
20,205,5,398,223,175,213,167,4,3,15,16
20,205,6,443,229,214,225,205,4,2,15,8
20,205,7,446,210,236,204,223,3,3,14,16
20,205,8,493,235,258,232,251,0,2,3,10
20,205,9,441,233,208,226,199,1,4,5,8
20,205,10,476,251,225,243,221,5,2,13,10
20,205,11,472,223,249,218,240,5,1,8,5
20,205,12,560,282,278,277,270,3,2,7,4
20,205,13,683,333,350,327,343,1,1,9,7
20,205,14,611,293,318,288,305,1,1,9,2
20,205,15,474,236,238,232,234,2,2,1,1
20,205,16,345,160,185,154,183,0,0,2,1
20,205,17,211,89,122,87,121,1,2,2,1
20,205,18,237,76,161,76,160,0,0,2,2
20,207,0,3138,1576,1562,1530,1527,30,21,56,48
20,207,1,180,105,75,97,75,5,3,11,3
20,207,2,178,103,75,95,73,5,2,8,3
20,207,3,183,86,97,80,92,2,4,4,3
20,207,4,193,94,99,92,96,2,0,5,7
20,207,5,140,71,69,66,65,6,3,5,5
20,207,6,144,70,74,64,71,6,3,4,6
20,207,7,174,83,91,81,89,1,2,8,4
20,207,8,174,87,87,87,85,0,2,2,3
20,207,9,153,87,66,87,65,0,0,1,2
20,207,10,131,82,49,79,46,3,1,0,4
20,207,11,190,87,103,87,102,0,0,1,4
20,207,12,246,128,118,127,117,0,1,4,1
20,207,13,262,123,139,123,137,0,0,2,1
20,207,14,256,133,123,131,120,0,0,0,1
20,207,15,191,90,101,90,101,0,0,0,0
20,207,16,140,64,76,63,74,0,0,0,0
20,207,17,73,28,45,27,44,0,0,0,1
20,207,18,130,55,75,54,75,0,0,1,0
20,209,0,165429,82350,83079,58279,57345,19147,21570,25823,23543
20,209,1,12842,6690,6152,4688,4411,1698,1501,2722,2514
20,209,2,12906,6626,6280,4620,4377,1659,1584,2629,2460
20,209,3,12921,6654,6267,4612,4406,1786,1753,2978,2682
20,209,4,10911,5650,5261,3930,3615,1472,1435,2513,2286
20,209,5,10371,5079,5292,3471,3601,1299,1366,1884,1981
20,209,6,12979,6451,6528,4418,4359,1384,1570,1801,1770
20,209,7,11993,6252,5741,4329,3917,1128,1300,1757,1514
20,209,8,11646,5860,5786,4287,4004,1111,1316,1926,1556
20,209,9,10015,5101,4914,3705,3470,990,1134,1815,1603
20,209,10,9515,4872,4643,3620,3151,909,1168,1730,1330
20,209,11,9012,4498,4514,3294,3128,963,1160,1321,1106
20,209,12,10070,4983,5087,3592,3484,1184,1427,948,840
20,209,13,9453,4601,4852,3231,3305,1223,1408,686,641
20,209,14,7435,3462,3973,2475,2722,909,1177,466,496
20,209,15,5200,2289,2911,1611,1986,616,867,260,308
20,209,16,3470,1503,1967,1077,1343,389,586,165,170
20,209,17,2202,882,1320,643,888,222,414,130,123
20,209,18,2488,897,1591,676,1178,205,404,92,163
21,1,0,19202,9570,9632,9150,9347,433,296,235,180
21,1,1,991,516,475,498,461,33,39,10,15
21,1,2,1009,545,464,522,452,36,18,23,24
21,1,3,1096,573,523,557,508,23,23,19,11
21,1,4,1507,803,704,721,671,91,33,24,23
21,1,5,1458,752,706,674,671,74,40,30,14
21,1,6,1219,639,580,605,557,30,22,21,12
21,1,7,1032,502,530,488,518,15,9,17,14
21,1,8,1007,496,511,482,505,13,3,16,7
21,1,9,990,466,524,451,508,9,16,16,11
21,1,10,1199,621,578,597,561,20,13,17,8
21,1,11,1298,636,662,613,642,21,18,11,8
21,1,12,1407,640,767,621,747,19,15,6,9
21,1,13,1294,639,655,615,639,20,11,14,4
21,1,14,1192,593,599,576,584,15,8,3,10
21,1,15,963,481,482,473,474,4,5,1,3
21,1,16,675,319,356,314,348,4,8,3,1
21,1,17,458,204,254,201,247,3,7,4,5
21,1,18,407,145,262,142,254,3,8,0,1
21,3,0,21315,10575,10740,10339,10569,247,175,287,228
21,3,1,1271,666,605,650,595,33,26,16,26
21,3,2,1383,711,672,697,657,27,25,28,31
21,3,3,1420,722,698,706,691,22,6,27,20
21,3,4,1298,695,603,683,593,18,12,41,13
21,3,5,1118,576,542,563,528,18,19,24,15
21,3,6,1446,698,748,682,736,20,13,27,14
21,3,7,1275,654,621,634,605,16,14,22,18
21,3,8,1223,592,631,572,625,22,10,20,15
21,3,9,1231,613,618,599,607,9,7,17,19
21,3,10,1425,727,698,710,690,13,5,20,25
21,3,11,1444,707,737,692,730,11,3,16,8
21,3,12,1525,723,802,712,788,8,10,8,6
21,3,13,1405,731,674,715,662,9,9,12,4
21,3,14,1254,585,669,576,661,8,4,3,5
21,3,15,1087,509,578,499,570,6,3,2,4
21,3,16,728,354,374,344,368,3,3,3,4
21,3,17,446,189,257,185,253,2,3,1,1
21,3,18,336,123,213,120,210,2,3,0,0
21,5,0,22747,11138,11609,10755,11262,349,343,249,189
21,5,1,1388,731,657,705,637,31,40,25,16
21,5,2,1418,742,676,697,654,31,38,25,29
21,5,3,1641,846,795,820,768,39,42,34,32
21,5,4,1384,723,661,696,639,34,30,22,24
21,5,5,1171,592,579,572,560,22,21,9,10
21,5,6,1440,701,739,673,717,23,11,17,10
21,5,7,1332,628,704,606,676,17,15,11,6
21,5,8,1385,658,727,641,709,15,10,31,11
21,5,9,1454,705,749,681,724,19,17,22,17
21,5,10,1675,839,836,809,807,24,21,14,5
21,5,11,1634,808,826,781,803,23,20,12,7
21,5,12,1713,828,885,805,866,20,13,8,7
21,5,13,1402,713,689,684,676,22,10,6,5
21,5,14,1253,593,660,586,645,3,13,4,3
21,5,15,1013,458,555,447,537,8,17,4,2
21,5,16,634,282,352,272,341,9,11,4,0
21,5,17,433,201,232,191,225,8,6,0,1
21,5,18,377,90,287,89,278,1,8,1,4
21,7,0,7888,3922,3966,3733,3803,207,167,60,57
21,7,1,393,204,189,194,181,21,17,6,5
21,7,2,446,237,209,228,197,19,13,2,12
21,7,3,480,238,242,222,236,17,15,10,3
21,7,4,514,293,221,268,212,23,12,6,9
21,7,5,410,208,202,200,194,12,11,2,5
21,7,6,414,224,190,205,180,19,13,7,4
21,7,7,412,211,201,198,193,11,5,5,2
21,7,8,425,199,226,196,216,4,9,2,2
21,7,9,487,253,234,241,220,12,11,4,1
21,7,10,522,262,260,257,255,4,5,3,3
21,7,11,509,245,264,238,252,7,8,2,3
21,7,12,530,260,270,250,260,8,7,3,3
21,7,13,619,300,319,281,301,18,15,2,2
21,7,14,526,268,258,254,247,14,10,0,1
21,7,15,451,200,251,192,245,7,3,1,0
21,7,16,331,145,186,139,180,6,6,0,0
21,7,17,207,100,107,98,100,2,4,2,2
21,7,18,212,75,137,72,134,3,3,3,0
21,9,0,44249,21418,22831,20144,21607,1171,1156,823,702
21,9,1,2882,1494,1388,1412,1295,106,127,92,93
21,9,2,2822,1436,1386,1353,1285,102,121,83,95
21,9,3,2986,1503,1483,1435,1401,94,114,113,88
21,9,4,2610,1309,1301,1218,1230,106,90,75,55
21,9,5,2463,1239,1224,1171,1162,76,68,69,49
21,9,6,2859,1465,1394,1340,1308,100,69,55,56
21,9,7,2472,1217,1255,1123,1190,71,51,69,51
21,9,8,2826,1396,1430,1302,1324,67,76,73,49
21,9,9,2573,1240,1333,1158,1262,60,54,48,43
21,9,10,2821,1411,1410,1347,1355,44,39,36,31
21,9,11,2846,1364,1482,1279,1401,60,60,50,24
21,9,12,3128,1527,1601,1415,1500,91,72,25,27
21,9,13,2992,1423,1569,1348,1495,64,63,10,12
21,9,14,2477,1149,1328,1087,1276,55,45,9,9
21,9,15,2055,945,1110,919,1079,22,27,6,6
21,9,16,1503,627,876,593,829,27,39,1,2
21,9,17,964,387,577,374,553,12,22,5,5
21,9,18,970,286,684,270,662,14,19,4,7
21,11,0,12500,6177,6323,6054,6176,130,156,108,107
21,11,1,901,464,437,455,426,21,23,10,13
21,11,2,860,447,413,437,403,12,28,11,14
21,11,3,902,465,437,452,419,16,17,18,10
21,11,4,800,422,378,416,369,9,19,12,6
21,11,5,696,345,351,337,349,13,7,4,7
21,11,6,778,379,399,372,394,6,4,6,8
21,11,7,610,301,309,298,298,2,6,3,5
21,11,8,722,307,415,299,398,7,7,4,24
21,11,9,731,399,332,394,327,2,3,11,6
21,11,10,829,394,435,387,423,3,7,10,2
21,11,11,864,422,442,413,430,6,9,5,2
21,11,12,873,454,419,447,415,5,2,3,0
21,11,13,810,404,406,398,400,6,6,2,2
21,11,14,718,352,366,342,363,9,2,4,4
21,11,15,535,257,278,251,271,6,6,3,3
21,11,16,378,169,209,164,203,5,5,1,1
21,11,17,263,109,154,106,148,2,3,1,0
21,11,18,230,87,143,86,140,0,2,0,0
21,13,0,26032,12745,13287,12260,12944,499,364,156,149
21,13,1,1530,761,769,738,749,38,35,17,8
21,13,2,1493,786,707,765,683,43,44,27,29
21,13,3,1493,740,753,716,727,38,40,9,13
21,13,4,1517,824,693,783,673,50,31,7,8
21,13,5,1543,820,723,774,705,52,27,11,10
21,13,6,1738,872,866,820,838,51,28,9,24
21,13,7,1499,776,723,743,713,32,6,16,11
21,13,8,1418,711,707,685,692,19,15,9,6
21,13,9,1515,744,771,709,751,28,14,12,10
21,13,10,1720,857,863,813,845,35,14,8,3
21,13,11,1725,820,905,792,885,28,16,10,2
21,13,12,1898,936,962,911,943,20,16,7,4
21,13,13,1809,869,940,855,917,12,15,4,3
21,13,14,1635,768,867,741,837,20,21,5,1
21,13,15,1417,629,788,615,769,8,16,2,4
21,13,16,952,429,523,409,511,16,10,0,4
21,13,17,577,227,350,223,341,3,8,2,3
21,13,18,553,176,377,168,365,6,8,1,6
21,15,0,133581,66161,67420,61435,63089,3484,3042,2975,2886
21,15,1,8649,4411,4238,4018,3887,394,361,313,334
21,15,2,9545,4871,4674,4441,4323,358,342,343,349
21,15,3,10086,5127,4959,4727,4596,356,339,352,345
21,15,4,9363,4829,4534,4511,4238,290,278,237,250
21,15,5,7645,3925,3720,3643,3461,268,226,219,183
21,15,6,8025,4154,3871,3866,3598,246,217,238,242
21,15,7,8292,4108,4184,3669,3831,281,220,240,185
21,15,8,9196,4572,4624,4158,4212,263,218,248,186
21,15,9,8904,4373,4531,4009,4134,199,195,168,191
21,15,10,9308,4690,4618,4349,4258,198,180,172,188
21,15,11,8997,4448,4549,4109,4268,184,133,126,135
21,15,12,8919,4362,4557,4097,4331,181,127,123,108
21,15,13,7849,3854,3995,3670,3851,125,85,73,73
21,15,14,6471,2995,3476,2858,3385,84,47,44,46
21,15,15,5254,2444,2810,2367,2735,37,29,37,26
21,15,16,3333,1516,1817,1485,1762,14,22,17,14
21,15,17,1962,856,1106,838,1087,5,8,13,6
21,15,18,1783,626,1157,620,1132,1,15,12,25
21,17,0,19788,9672,10116,8984,9428,728,714,806,544
21,17,1,1142,596,546,565,507,43,55,37,58
21,17,2,1219,661,558,601,532,74,38,112,87
21,17,3,1309,654,655,598,613,79,50,100,90
21,17,4,1197,622,575,564,527,73,66,71,46
21,17,5,1115,589,526,554,488,53,46,64,34
21,17,6,1208,617,591,582,561,43,33,73,28
21,17,7,1066,519,547,471,514,41,30,60,33
21,17,8,1066,534,532,490,484,38,42,57,46
21,17,9,1146,560,586,523,548,31,36,81,37
21,17,10,1313,593,720,556,687,29,24,42,27
21,17,11,1298,621,677,577,645,39,26,36,17
21,17,12,1473,724,749,668,698,48,48,24,10
21,17,13,1339,648,691,602,623,42,65,17,12
21,17,14,1150,541,609,506,563,33,43,15,5
21,17,15,1027,489,538,472,501,17,34,7,8
21,17,16,720,316,404,301,383,12,21,5,3
21,17,17,492,195,297,177,266,17,30,2,2
21,17,18,508,193,315,177,288,16,27,3,1
21,19,0,46718,23198,23520,21943,22939,1205,538,533,344
21,19,1,2619,1302,1317,1264,1267,66,83,28,39
21,19,2,2737,1399,1338,1345,1281,67,80,48,41
21,19,3,2800,1367,1433,1328,1390,64,73,26,58
21,19,4,2634,1448,1186,1398,1154,57,45,50,21
21,19,5,2331,1178,1153,1119,1122,68,33,25,25
21,19,6,2833,1536,1297,1420,1257,106,34,69,19
21,19,7,2771,1457,1314,1304,1286,146,23,51,16
21,19,8,2973,1568,1405,1362,1366,182,21,68,20
21,19,9,2885,1526,1359,1370,1313,143,23,56,23
21,19,10,2973,1517,1456,1415,1434,87,13,28,19
21,19,11,3097,1573,1524,1503,1491,61,20,30,15
21,19,12,3292,1627,1665,1560,1637,55,19,25,10
21,19,13,3439,1604,1835,1549,1793,42,26,11,6
21,19,14,2862,1351,1511,1318,1481,28,16,1,2
21,19,15,2457,1166,1291,1141,1273,17,7,10,15
21,19,16,1711,791,920,775,902,6,11,5,9
21,19,17,1190,445,745,435,734,7,9,1,5
21,19,18,1114,343,771,337,758,3,2,1,1
21,21,0,30060,14985,15075,13365,13794,1670,1257,542,495
21,21,1,1563,804,759,738,692,95,101,59,66
21,21,2,1684,889,795,807,724,127,89,70,50
21,21,3,1673,867,806,796,729,105,101,54,64
21,21,4,2160,1086,1074,988,952,109,128,52,41
21,21,5,2432,1247,1185,1096,1061,156,98,48,49
21,21,6,1935,1104,831,900,751,208,80,42,27
21,21,7,1716,985,731,807,685,167,38,46,33
21,21,8,1688,898,790,798,725,94,54,21,32
21,21,9,1708,882,826,781,744,96,70,28,24
21,21,10,1898,1002,896,876,831,112,62,28,33
21,21,11,1843,900,943,792,857,96,75,20,19
21,21,12,1964,935,1029,836,941,90,82,28,16
21,21,13,1904,907,997,819,922,80,70,13,14
21,21,14,1783,814,969,760,898,50,63,4,8
21,21,15,1481,666,815,630,752,33,53,5,5
21,21,16,1056,440,616,410,575,28,39,7,6
21,21,17,717,289,428,271,394,15,32,15,7
21,21,18,855,270,585,260,561,9,22,2,1
21,23,0,8303,4158,4145,4099,4097,69,61,82,59
21,23,1,492,243,249,241,244,5,12,4,8
21,23,2,543,293,250,289,244,9,14,10,3
21,23,3,574,297,277,293,274,7,7,5,8
21,23,4,518,267,251,263,249,6,5,13,5
21,23,5,444,233,211,232,205,4,7,3,4
21,23,6,479,224,255,218,252,8,4,6,6
21,23,7,448,233,215,225,213,8,2,7,5
21,23,8,516,268,248,264,246,5,2,12,4
21,23,9,503,255,248,250,246,3,1,7,6
21,23,10,517,256,261,251,258,4,1,2,2
21,23,11,587,296,291,293,290,1,1,6,3
21,23,12,666,328,338,319,333,5,1,4,1
21,23,13,588,309,279,307,277,1,1,3,0
21,23,14,523,250,273,250,270,0,1,0,2
21,23,15,356,175,181,175,180,0,0,0,1
21,23,16,250,119,131,119,129,0,2,0,0
21,23,17,165,66,99,65,99,2,0,0,0
21,23,18,134,46,88,45,88,1,0,0,1
21,25,0,12630,6312,6318,6191,6236,78,53,69,77
21,25,1,784,389,395,380,384,11,15,7,12
21,25,2,700,384,316,379,308,10,10,7,12
21,25,3,673,346,327,342,319,4,3,5,7
21,25,4,690,387,303,351,285,21,10,10,9
21,25,5,674,344,330,331,321,9,3,4,3
21,25,6,834,424,410,411,406,7,2,1,4
21,25,7,716,379,337,372,334,2,2,0,1
21,25,8,769,389,380,383,376,3,1,4,3
21,25,9,848,426,422,422,420,3,0,13,1
21,25,10,866,425,441,417,438,4,1,3,3
21,25,11,900,441,459,438,456,0,1,4,3
21,25,12,983,517,466,514,464,1,1,1,2
21,25,13,954,451,503,447,503,1,0,2,2
21,25,14,807,385,422,384,420,1,2,0,2
21,25,15,604,285,319,284,318,1,0,3,4
21,25,16,404,181,223,178,222,0,0,3,5
21,25,17,232,90,142,90,140,0,2,2,1
21,25,18,192,69,123,68,122,0,0,0,3
21,27,0,20477,10268,10209,9942,9899,317,316,234,164
21,27,1,1253,642,611,621,593,28,28,21,29
21,27,2,1190,623,567,602,550,29,45,22,16
21,27,3,1337,650,687,631,658,24,41,17,21
21,27,4,1264,691,573,666,557,35,24,17,10
21,27,5,1089,555,534,541,516,16,19,15,9
21,27,6,1145,613,532,586,511,23,16,24,13
21,27,7,1036,543,493,533,481,10,12,17,3
21,27,8,1177,588,589,555,573,31,16,15,13
21,27,9,1193,616,577,597,560,17,11,41,18
21,27,10,1231,595,636,571,619,17,12,13,12
21,27,11,1386,676,710,664,691,8,15,9,7
21,27,12,1602,806,796,784,781,17,8,5,2
21,27,13,1527,764,763,742,737,18,19,6,2
21,27,14,1355,653,702,630,681,18,16,4,3
21,27,15,1109,557,552,547,533,9,13,7,3
21,27,16,742,344,398,333,389,6,6,0,0
21,27,17,463,212,251,207,241,6,6,0,2
21,27,18,378,140,238,132,228,5,9,1,1
21,29,0,81676,40599,41077,39489,40106,901,771,964,908
21,29,1,4249,2184,2065,2107,2003,92,91,103,97
21,29,2,4722,2484,2238,2411,2179,96,80,91,93
21,29,3,5312,2694,2618,2621,2533,90,102,120,88
21,29,4,5056,2637,2419,2572,2369,72,66,86,75
21,29,5,4491,2278,2213,2217,2165,59,56,66,75
21,29,6,5602,2830,2772,2720,2698,93,65,70,60
21,29,7,5071,2552,2519,2467,2444,66,43,54,81
21,29,8,5439,2697,2742,2603,2659,70,54,80,67
