state,county,agegrp,tot_pop,tot_male,tot_female,wac_male,wac_female,bac_male,bac_female,h_male,h_female
1,1,0,55869,27092,28777,21372,22191,5514,6270,884,787
1,1,1,3277,1713,1564,1337,1189,409,396,86,60
1,1,2,3465,1787,1678,1369,1270,450,430,88,70
1,1,3,3851,1977,1874,1510,1415,490,465,94,79
1,1,4,3659,1854,1805,1386,1383,463,432,63,74
1,1,5,3178,1634,1544,1221,1172,393,364,62,50
1,1,6,3799,1858,1941,1393,1435,444,483,80,45
1,1,7,3533,1730,1803,1319,1342,384,430,66,57
1,1,8,3661,1762,1899,1378,1392,350,467,89,71
1,1,9,3604,1679,1925,1295,1399,357,472,60,71
1,1,10,3877,1874,2003,1499,1510,333,453,67,35
1,1,11,3775,1853,1922,1500,1498,324,391,46,38
1,1,12,3896,1895,2001,1554,1600,314,362,21,43
1,1,13,3370,1563,1807,1264,1417,278,364,21,24
1,1,14,2683,1296,1387,1063,1086,222,284,16,10
1,1,15,2330,1017,1313,883,1108,121,179,3,23
1,1,16,1796,743,1053,649,903,83,135,9,15
1,1,17,1179,498,681,427,586,66,79,6,10
1,1,18,936,359,577,325,486,33,84,7,12
1,3,0,223234,108247,114987,96730,102373,10346,11008,5545,4989
1,3,1,12039,6249,5790,5515,5042,808,821,651,482
1,3,2,13066,6728,6338,5909,5585,865,813,549,519
1,3,3,14079,7107,6972,6203,6103,902,886,594,521
1,3,4,13084,6579,6505,5736,5454,810,876,392,408
1,3,5,11091,5601,5490,4758,4682,800,738,314,300
1,3,6,12618,6241,6377,5218,5496,895,758,359,288
1,3,7,12551,6131,6420,5307,5580,714,729,435,401
1,3,8,13446,6551,6895,5726,5974,666,709,463,346
1,3,9,13224,6361,6863,5662,6039,567,609,394,344
1,3,10,14472,6957,7515,6256,6720,573,658,330,336
1,3,11,14319,6888,7431,6259,6628,520,631,321,263
1,3,12,16267,7724,8543,6957,7660,657,740,239,244
1,3,13,16148,7403,8745,6762,7971,537,668,186,201
1,3,14,14881,6916,7965,6418,7350,422,515,125,144
1,3,15,13163,6285,6878,5936,6446,271,342,103,78
1,3,16,9043,4219,4824,3991,4538,180,236,50,51
1,3,17,5297,2470,2827,2355,2662,96,132,21,22
1,3,18,4446,1837,2609,1762,2443,63,147,19,41
1,5,0,24686,13064,11622,6517,5863,6432,5685,629,488
1,5,1,1309,684,625,301,277,389,357,66,60
1,5,2,1408,684,724,312,333,379,401,66,81
1,5,3,1476,740,736,311,352,413,390,60,76
1,5,4,1402,739,663,330,297,404,365,53,31
1,5,5,1487,889,598,351,245,539,352,24,21
1,5,6,1785,1141,644,469,258,662,382,43,15
1,5,7,1669,1010,659,400,285,600,362,48,32
1,5,8,1545,911,634,433,265,456,358,65,41
1,5,9,1413,864,549,429,268,422,266,67,30
1,5,10,1578,898,680,469,333,415,343,48,33
1,5,11,1504,804,700,432,360,366,335,26,17
1,5,12,1709,846,863,467,453,371,401,24,16
1,5,13,1540,757,783,458,454,293,319,14,11
1,5,14,1501,691,810,399,448,289,356,9,8
1,5,15,1365,610,755,398,460,209,285,6,6
1,5,16,939,410,529,283,351,119,174,5,5
1,5,17,587,234,353,174,231,59,121,2,1
1,5,18,469,152,317,101,193,47,118,3,4
1,7,0,22394,11929,10465,8869,8551,3010,1897,343,280
1,7,1,1246,622,624,495,505,131,130,31,23
1,7,2,1198,631,567,509,458,135,115,25,25
1,7,3,1269,667,602,538,463,129,141,22,17
1,7,4,1279,700,579,540,478,156,106,14,18
1,7,5,1333,774,559,489,447,279,112,18,12
1,7,6,1726,1015,711,628,559,381,146,34,51
1,7,7,1609,952,657,553,530,391,128,33,41
1,7,8,1532,914,618,597,488,309,124,49,12
1,7,9,1411,790,621,566,516,216,101,31,12
1,7,10,1622,911,711,657,576,246,130,31,9
1,7,11,1530,809,721,650,597,159,112,8,10
1,7,12,1516,797,719,626,576,170,137,11,10
1,7,13,1390,680,710,565,590,114,118,10,6
1,7,14,1156,573,583,486,488,82,93,5,18
1,7,15,1030,487,543,420,470,60,72,10,11
1,7,16,712,312,400,286,354,23,47,5,2
1,7,17,446,172,274,157,238,14,37,2,1
1,7,18,389,123,266,107,218,15,48,4,2
1,9,0,57826,28472,29354,27608,28559,658,618,2950,2632
1,9,1,3438,1702,1736,1645,1677,70,59,268,277
1,9,2,3639,1857,1782,1807,1724,54,67,320,311
1,9,3,3858,1911,1947,1840,1887,67,63,299,317
1,9,4,3587,1861,1726,1791,1666,54,63,266,267
1,9,5,3193,1652,1541,1599,1478,44,50,210,200
1,9,6,3590,1817,1773,1765,1736,41,27,227,179
1,9,7,3359,1675,1684,1607,1643,52,27,219,151
1,9,8,3524,1727,1797,1673,1744,38,29,257,186
1,9,9,3468,1726,1742,1664,1685,42,41,236,187
1,9,10,3868,1939,1929,1882,1885,36,31,168,165
1,9,11,3842,1902,1940,1856,1890,25,32,130,117
1,9,12,3986,2008,1978,1960,1943,33,25,118,84
1,9,13,3660,1792,1868,1756,1817,20,31,75,62
1,9,14,3311,1606,1705,1552,1658,34,29,68,30
1,9,15,3038,1398,1640,1363,1610,22,18,43,39
1,9,16,2049,901,1148,877,1124,14,8,15,47
1,9,17,1316,602,714,589,701,6,11,10,7
1,9,18,1100,396,704,382,691,6,7,21,6
1,11,0,10101,5508,4593,1696,1110,3753,3418,449,415
1,11,1,565,269,296,65,80,202,214,46,57
1,11,2,613,305,308,85,94,223,215,51,60
1,11,3,616,345,271,81,48,255,211,56,43
1,11,4,521,271,250,55,62,213,185,40,33
1,11,5,602,352,250,84,45,270,202,16,15
1,11,6,761,489,272,111,31,372,237,24,18
1,11,7,713,443,270,144,54,288,210,72,37
1,11,8,732,446,286,151,60,285,211,63,49
1,11,9,662,390,272,148,85,235,183,23,54
1,11,10,617,391,226,161,51,227,170,22,12
1,11,11,578,325,253,99,39,221,212,4,8
1,11,12,715,368,347,102,66,264,278,9,6
1,11,13,695,358,337,114,90,243,248,4,9
1,11,14,566,288,278,87,85,199,189,4,5
1,11,15,431,179,252,79,81,99,169,5,4
1,11,16,292,130,162,57,50,71,112,6,1
1,11,17,231,97,134,45,41,52,93,2,2
1,11,18,191,62,129,28,48,34,79,2,2
1,13,0,19448,9024,10424,4915,5398,3941,4924,153,136
1,13,1,1100,562,538,247,248,315,295,7,13
1,13,2,1180,612,568,331,273,289,302,18,20
1,13,3,1263,663,600,329,286,332,303,20,14
1,13,4,1149,625,524,249,215,371,306,12,6
1,13,5,1097,549,548,254,235,287,307,3,7
1,13,6,1136,580,556,275,248,272,305,8,6
1,13,7,1083,464,619,249,265,207,345,18,12
1,13,8,1244,584,660,259,285,275,350,15,5
1,13,9,1124,476,648,245,289,219,356,3,10
1,13,10,1169,532,637,334,339,190,292,10,6
1,13,11,1092,476,616,284,316,183,291,9,7
1,13,12,1341,582,759,351,433,221,316,7,15
1,13,13,1421,690,731,436,436,243,287,10,3
1,13,14,1263,546,717,335,400,202,310,3,3
1,13,15,982,452,530,306,341,140,177,3,3
1,13,16,714,307,407,215,271,90,135,1,1
1,13,17,529,197,332,133,219,63,113,3,2
1,13,18,561,127,434,83,299,42,134,3,3
1,15,0,113605,54481,59124,42381,45045,11846,13637,2358,2256
1,15,1,6568,3321,3247,2433,2379,961,938,220,250
1,15,2,6432,3226,3206,2397,2339,891,934,260,226
1,15,3,7118,3715,3403,2803,2517,985,913,289,255
1,15,4,7430,3784,3646,2747,2577,1060,1103,221,240
1,15,5,7180,3548,3632,2519,2571,1032,1040,130,146
1,15,6,7923,3904,4019,2899,2940,982,1058,181,134
1,15,7,7046,3388,3658,2551,2729,787,895,199,215
1,15,8,6885,3320,3565,2613,2653,655,842,198,146
1,15,9,6760,3285,3475,2559,2585,687,835,137,150
1,15,10,6784,3301,3483,2648,2693,598,756,127,109
1,15,11,7124,3438,3686,2775,2846,620,776,108,97
1,15,12,7937,3806,4131,3044,3171,704,892,105,98
1,15,13,7871,3684,4187,2954,3251,677,857,66,65
1,15,14,6796,3089,3707,2531,2962,516,683,49,43
1,15,15,5504,2472,3032,2102,2519,340,452,15,30
1,15,16,3788,1655,2133,1444,1845,192,256,21,22
1,15,17,2334,906,1428,793,1214,99,198,15,15
1,15,18,2125,639,1486,569,1254,60,209,17,15
1,17,0,33254,15895,17359,9343,10009,6351,7276,472,399
1,17,1,1882,964,918,526,511,448,428,86,76
1,17,2,1935,953,982,531,544,427,452,55,75
1,17,3,1957,996,961,510,502,486,473,50,37
1,17,4,1818,975,843,540,465,443,389,31,34
1,17,5,1883,960,923,545,486,405,437,23,11
1,17,6,2371,1171,1200,615,605,535,581,23,21
1,17,7,1857,888,969,477,512,382,445,44,19
1,17,8,1791,849,942,462,489,354,446,30,28
1,17,9,1855,879,976,499,531,365,435,32,21
1,17,10,2149,1014,1135,622,653,369,471,23,20
1,17,11,2196,1067,1129,623,632,423,477,22,12
1,17,12,2458,1193,1265,698,764,465,479,10,13
1,17,13,2387,1122,1265,684,742,423,507,19,8
1,17,14,2119,984,1135,617,722,355,406,5,4
1,17,15,1792,808,984,589,673,216,308,9,4
1,17,16,1293,551,742,410,497,137,237,5,7
1,17,17,743,309,434,226,298,76,136,1,3
1,17,18,768,212,556,169,383,42,169,4,6
1,19,0,26196,12926,13270,12218,12589,642,604,229,220
1,19,1,1213,583,630,550,584,38,50,17,15
1,19,2,1324,701,623,673,585,35,30,35,25
1,19,3,1489,761,728,725,686,34,48,24,22
1,19,4,1473,720,753,662,705,52,51,13,39
1,19,5,1299,658,641,613,597,49,44,9,21
1,19,6,1521,802,719,742,694,61,21,17,14
1,19,7,1289,628,661,579,633,44,20,22,12
1,19,8,1278,617,661,574,628,36,28,17,15
1,19,9,1418,712,706,687,678,22,25,18,9
1,19,10,1726,868,858,818,824,45,30,10,11
1,19,11,1826,940,886,908,843,28,29,8,7
1,19,12,1984,978,1006,933,952,38,47,10,8
1,19,13,2192,1075,1117,1014,1051,48,54,5,8
1,19,14,1844,914,930,861,874,41,44,8,2
1,19,15,1763,859,904,811,866,39,33,7,4
1,19,16,1221,554,667,537,643,12,18,4,3
1,19,17,759,347,412,333,394,11,18,3,3
1,19,18,577,209,368,198,352,9,14,2,2
1,21,0,44428,21800,22628,19257,19985,2438,2508,1990,1646
1,21,1,2711,1378,1333,1214,1157,182,180,237,183
1,21,2,2984,1472,1512,1280,1323,209,205,219,267
1,21,3,3036,1497,1539,1283,1349,225,200,217,219
1,21,4,2841,1434,1407,1267,1228,171,176,155,147
1,21,5,2502,1283,1219,1099,1062,179,156,148,108
1,21,6,2989,1506,1483,1288,1273,203,193,150,100
1,21,7,2633,1311,1322,1120,1161,174,147,137,79
1,21,8,2652,1316,1336,1163,1162,128,152,128,116
1,21,9,2790,1346,1444,1163,1275,160,151,170,137
1,21,10,2857,1458,1399,1315,1215,124,167,124,100
1,21,11,2888,1449,1439,1303,1280,133,145,123,67
1,21,12,3033,1505,1528,1343,1360,146,153,77,40
1,21,13,2912,1387,1525,1234,1359,143,154,27,25
1,21,14,2497,1183,1314,1080,1174,94,128,30,21
1,21,15,2054,931,1123,855,1042,77,76,25,15
1,21,16,1401,658,743,612,681,42,57,7,5
1,21,17,835,361,474,340,432,22,37,4,6
1,21,18,813,325,488,298,452,26,31,12,11
1,23,0,12589,5938,6651,3537,3734,2399,2906,55,73
1,23,1,662,338,324,194,169,146,159,5,10
1,23,2,630,305,325,167,187,142,140,12,16
1,23,3,718,379,339,218,195,162,144,5,6
1,23,4,728,391,337,240,179,153,160,3,1
1,23,5,650,300,350,183,188,119,162,2,7
1,23,6,729,370,359,199,191,169,167,2,3
1,23,7,580,271,309,151,167,122,139,4,2
1,23,8,659,298,361,175,209,119,149,2,0
1,23,9,688,319,369,203,218,114,150,5,8
1,23,10,755,348,407,215,244,130,161,2,4
1,23,11,853,404,449,232,239,171,208,1,2
1,23,12,998,481,517,275,277,203,238,1,2
1,23,13,970,452,518,262,248,191,272,2,0
1,23,14,855,370,485,200,259,169,222,0,4
1,23,15,796,349,447,225,274,124,172,3,7
1,23,16,593,278,315,196,193,82,122,5,1
1,23,17,376,149,227,102,160,47,67,1,0
1,23,18,349,136,213,100,137,36,74,0,0
1,25,0,23622,11153,12469,6150,6565,4947,5818,162,148
1,25,1,1371,673,698,349,342,336,352,12,14
1,25,2,1320,674,646,328,330,356,324,17,8
1,25,3,1405,729,676,349,340,375,333,20,10
1,25,4,1488,736,752,340,391,395,354,11,18
1,25,5,1423,691,732,330,323,353,409,7,8
1,25,6,1511,758,753,371,366,383,384,12,5
1,25,7,1163,542,621,291,305,248,312,9,4
1,25,8,1344,623,721,331,356,286,353,10,11
1,25,9,1334,621,713,302,348,315,358,7,17
1,25,10,1470,678,792,367,387,300,396,11,10
1,25,11,1556,729,827,441,408,283,414,17,6
1,25,12,1742,827,915,461,476,361,434,7,10
1,25,13,1652,758,894,457,464,295,419,6,9
1,25,14,1373,644,729,364,439,272,277,7,3
1,25,15,1267,591,676,400,426,182,246,2,4
1,25,16,984,425,559,311,370,113,187,1,3
1,25,17,657,285,372,223,243,62,127,5,2
1,25,18,562,169,393,135,251,32,139,1,6
1,27,0,13235,6447,6788,5520,5758,949,1046,231,204
1,27,1,700,365,335,301,293,81,63,15,25
1,27,2,738,377,361,316,297,68,73,16,27
1,27,3,782,412,370,353,313,65,71,26,16
1,27,4,736,402,334,334,281,77,58,23,10
1,27,5,766,388,378,319,312,73,72,18,11
1,27,6,750,349,401,298,331,50,69,12,13
1,27,7,699,308,391,268,349,43,42,10,12
1,27,8,771,388,383,319,325,67,55,22,18
1,27,9,724,349,375,296,317,55,53,18,19
1,27,10,868,424,444,378,369,42,72,16,15
1,27,11,945,476,469,403,381,69,84,22,7
1,27,12,1029,509,520,444,428,60,88,6,9
1,27,13,942,461,481,401,408,55,68,9,6
1,27,14,845,400,445,350,390,49,47,3,10
1,27,15,677,319,358,280,300,37,56,8,3
1,27,16,564,255,309,222,272,32,35,4,0
1,27,17,389,151,238,135,212,16,25,2,0
1,27,18,310,114,196,103,180,10,15,1,3
1,29,0,14910,7340,7570,7083,7261,243,282,212,175
1,29,1,897,459,438,450,421,21,19,19,25
1,29,2,935,475,460,458,446,20,22,23,19
1,29,3,953,479,474,463,451,19,24,18,28
1,29,4,887,495,392,473,376,23,17,18,15
1,29,5,742,373,369,358,354,13,14,9,13
1,29,6,925,471,454,453,440,16,11,21,9
1,29,7,812,407,405,392,386,9,17,12,13
1,29,8,867,421,446,401,429,15,12,18,9
1,29,9,822,418,404,408,384,10,15,12,7
1,29,10,1066,536,530,517,508,15,19,21,8
1,29,11,992,499,493,487,480,12,13,14,6
1,29,12,1112,552,560,525,540,23,18,9,7
1,29,13,892,414,478,404,459,11,15,5,4
1,29,14,915,451,464,436,441,11,20,5,6
1,29,15,843,378,465,360,449,13,13,3,1
1,29,16,591,266,325,256,307,9,16,2,1
1,29,17,319,143,176,142,165,1,9,2,0
1,29,18,340,103,237,100,225,2,8,1,4
1,31,0,52342,25742,26600,20422,20732,4822,5108,2189,1982
1,31,1,3195,1676,1519,1285,1145,413,372,266,229
1,31,2,3426,1754,1672,1400,1325,375,357,231,225
1,31,3,3651,1839,1812,1447,1444,378,358,250,248
1,31,4,3300,1699,1601,1337,1251,359,331,169,190
1,31,5,3027,1596,1431,1236,1070,349,341,148,118
1,31,6,3301,1660,1641,1277,1204,322,395,138,130
1,31,7,3280,1663,1617,1287,1241,318,317,178,126
1,31,8,3432,1693,1739,1327,1321,293,318,223,174
1,31,9,3289,1659,1630,1298,1274,306,301,169,132
1,31,10,3519,1750,1769,1406,1383,279,327,118,113
1,31,11,3334,1641,1693,1310,1328,295,311,80,71
1,31,12,3292,1681,1611,1318,1250,320,296,70,42
1,31,13,3265,1490,1775,1199,1360,263,330,57,88
1,31,14,2796,1309,1487,1039,1177,238,241,50,37
1,31,15,2508,1178,1330,974,1059,168,224,17,26
1,31,16,1621,679,942,590,785,72,117,11,13
1,31,17,1125,447,678,404,553,38,96,6,6
1,31,18,981,328,653,288,562,36,76,8,14
1,33,0,55241,26408,28833,21899,23528,4378,5133,925,864
1,33,1,3133,1559,1574,1253,1294,338,325,93,75
1,33,2,3202,1607,1595,1327,1289,302,337,85,94
1,33,3,3319,1656,1663,1335,1372,346,314,92,170
1,33,4,3032,1533,1499,1264,1215,281,293,75,77
1,33,5,3078,1535,1543,1228,1210,314,337,60,58
1,33,6,3814,1912,1902,1555,1511,342,380,122,62
1,33,7,3371,1656,1715,1359,1345,277,336,96,48
1,33,8,3238,1553,1685,1263,1353,261,292,52,37
1,33,9,3140,1521,1619,1254,1317,252,287,56,55
1,33,10,3465,1639,1826,1382,1491,231,312,50,53
1,33,11,3623,1759,1864,1480,1544,255,299,75,52
1,33,12,3900,1868,2032,1574,1668,265,345,19,25
1,33,13,3861,1811,2050,1541,1665,253,357,20,22
1,33,14,3414,1582,1832,1309,1487,252,291,9,13
1,33,15,2825,1263,1562,1084,1307,166,245,7,2
1,33,16,2148,906,1242,782,1057,118,169,4,7
1,33,17,1414,564,850,494,737,63,107,4,4
1,33,18,1264,484,780,415,666,62,107,6,10
1,35,0,12067,5758,6309,3176,3222,2569,3080,150,127
1,35,1,640,304,336,155,170,153,176,16,12
1,35,2,720,346,374,168,187,179,191,22,24
1,35,3,687,348,339,149,157,201,183,13,6
1,35,4,681,344,337,141,137,205,202,3,13
1,35,5,636,330,306,168,134,163,175,16,7
1,35,6,696,337,359,170,171,164,191,14,8
1,35,7,622,315,307,167,143,147,161,19,10
1,35,8,632,289,343,133,161,154,183,11,7
1,35,9,635,286,349,147,170,138,178,7,12
1,35,10,685,296,389,195,190,102,197,13,8
1,35,11,755,368,387,200,181,167,201,4,7
1,35,12,917,438,479,251,242,185,230,5,3
1,35,13,929,455,474,290,250,163,222,4,4
1,35,14,790,366,424,230,241,133,175,0,1
1,35,15,812,393,419,247,245,141,172,1,2
1,35,16,538,244,294,149,182,93,112,0,1
1,35,17,375,170,205,123,143,48,62,2,2
1,35,18,317,129,188,93,118,33,69,0,0
1,37,0,10663,5335,5328,3670,3584,1637,1726,152,128
1,37,1,463,232,231,152,147,84,89,13,10
1,37,2,464,255,209,169,144,92,71,10,14
1,37,3,517,257,260,157,166,96,91,14,24
1,37,4,478,251,227,172,147,82,80,13,4
1,37,5,526,269,257,156,158,111,100,5,3
1,37,6,598,341,257,196,177,144,78,1,6
1,37,7,509,257,252,154,165,98,82,9,10
1,37,8,508,250,258,164,176,82,84,18,12
1,37,9,571,286,285,209,208,76,76,16,6
1,37,10,775,361,414,256,252,105,158,16,9
1,37,11,780,399,381,274,214,123,161,8,6
1,37,12,935,449,486,316,280,119,200,9,3
1,37,13,971,512,459,376,334,135,121,5,5
1,37,14,805,408,397,287,301,118,96,4,3
1,37,15,676,304,372,245,297,58,74,5,2
1,37,16,511,261,250,207,182,53,68,2,8
1,37,17,302,137,165,98,120,37,45,4,1
1,37,18,274,106,168,82,116,24,52,0,2
1,39,0,37049,17927,19122,15537,16371,2314,2674,342,345
1,39,1,2199,1113,1086,949,902,188,231,39,44
1,39,2,2291,1189,1102,1008,909,199,206,31,32
1,39,3,2277,1157,1120,952,938,216,181,31,41
1,39,4,2104,1095,1009,912,852,189,160,23,24
1,39,5,1877,938,939,784,753,156,188,18,17
1,39,6,2281,1182,1099,942,899,234,192,22,21
1,39,7,2067,994,1073,822,924,163,137,25,18
1,39,8,2056,969,1087,868,911,93,155,18,28
1,39,9,1981,956,1025,826,864,117,149,23,17
1,39,10,2235,1119,1116,978,940,122,161,21,14
1,39,11,2300,1117,1183,977,1025,124,147,22,17
1,39,12,2710,1313,1397,1172,1197,123,186,15,17
1,39,13,2751,1344,1407,1182,1224,145,171,22,10
1,39,14,2280,1083,1197,976,1058,95,121,11,11
1,39,15,2105,988,1117,914,1008,69,102,10,7
1,39,16,1519,671,848,621,769,43,74,3,14
1,39,17,1035,385,650,358,588,23,57,7,8
1,39,18,981,314,667,296,610,15,56,1,5
1,41,0,13772,6685,7087,5038,5180,1610,1865,185,148
1,41,1,791,409,382,300,287,117,110,22,25
1,41,2,887,484,403,368,306,133,109,28,26
1,41,3,889,440,449,323,317,119,138,14,19
1,41,4,859,464,395,360,269,106,118,17,20
1,41,5,750,365,385,256,269,115,118,13,7
1,41,6,867,419,448,316,314,102,128,3,5
1,41,7,778,379,399,260,294,115,105,18,6
1,41,8,759,364,395,285,266,71,115,12,9
1,41,9,774,393,381,283,269,98,97,7,3
1,41,10,890,417,473,332,335,76,132,14,6
1,41,11,858,391,467,304,345,82,117,10,3
1,41,12,1005,514,491,374,361,129,125,4,3
1,41,13,994,499,495,380,358,115,129,6,4
1,41,14,833,385,448,285,347,97,92,2,2
1,41,15,784,338,446,265,346,62,100,4,3
1,41,16,443,212,231,173,190,36,40,3,2
1,41,17,303,114,189,95,137,18,52,4,3
1,41,18,308,98,210,79,170,19,40,4,2
1,43,0,83768,41408,42360,40206,41117,859,728,1924,1828
1,43,1,5176,2614,2562,2525,2413,93,97,205,225
1,43,2,5215,2611,2604,2542,2486,86,81,200,233
1,43,3,5213,2682,2531,2616,2477,70,58,228,249
1,43,4,5000,2585,2415,2496,2307,76,76,201,171
1,43,5,4603,2360,2243,2275,2168,70,59,157,122
1,43,6,5633,2837,2796,2730,2709,62,50,133,140
1,43,7,5185,2684,2501,2582,2414,62,39,142,113
1,43,8,4909,2416,2493,2330,2399,51,38,147,128
1,43,9,5092,2570,2522,2486,2452,61,40,128,114
1,43,10,5248,2603,2645,2527,2585,35,24,96,89
1,43,11,5362,2757,2605,2701,2554,33,24,87,63
1,43,12,5805,2892,2913,2812,2848,42,32,78,63
1,43,13,5592,2739,2853,2666,2791,41,37,58,34
1,43,14,4931,2318,2613,2260,2557,32,23,19,24
1,43,15,4339,2005,2334,1966,2290,24,25,15,24
1,43,16,3024,1364,1660,1343,1629,10,11,8,19
1,43,17,2009,821,1188,808,1172,3,6,13,9
1,43,18,1432,550,882,541,866,8,8,9,8
1,45,0,49172,24214,24958,18838,18652,5119,5880,1831,1619
1,45,1,3273,1649,1624,1217,1235,456,415,185,183
1,45,2,3133,1651,1482,1235,1079,413,420,211,158
1,45,3,3007,1576,1431,1168,1063,429,379,143,140
1,45,4,2908,1505,1403,1036,988,460,428,122,115
1,45,5,3164,1694,1470,1245,1019,437,428,143,122
1,45,6,3773,1994,1779,1494,1271,476,469,195,135
1,45,7,3514,1739,1775,1367,1305,338,428,182,181
1,45,8,2967,1442,1525,1142,1108,284,391,155,137
1,45,9,2667,1254,1413,982,1021,250,358,78,108
1,45,10,2957,1414,1543,1116,1132,269,374,116,95
1,45,11,2894,1407,1487,1104,1155,278,304,67,51
1,45,12,3228,1554,1674,1259,1229,262,396,80,43
1,45,13,3185,1527,1658,1216,1259,290,357,49,40
1,45,14,2650,1298,1352,1048,1054,222,256,48,32
1,45,15,2259,1034,1225,879,964,136,213,24,36
1,45,16,1608,703,905,632,744,56,116,15,15
1,45,17,1048,407,641,373,535,30,82,7,10
1,45,18,937,366,571,325,491,33,66,11,18
1,47,0,37196,17178,20018,5045,5518,12033,14479,237,192
1,47,1,2202,1113,1089,236,257,879,848,20,19
1,47,2,2313,1152,1161,280,255,879,914,30,36
1,47,3,2646,1350,1296,279,290,1075,1022,19,18
1,47,4,2532,1315,1217,289,256,1028,969,23,18
1,47,5,2235,1071,1164,221,232,844,936,13,9
1,47,6,2278,1042,1236,256,263,782,972,14,10
1,47,7,2031,936,1095,242,242,681,845,14,11
1,47,8,2077,914,1163,239,280,663,879,20,10
1,47,9,2009,890,1119,256,262,629,849,13,2
1,47,10,2112,929,1183,275,302,647,877,14,6
1,47,11,2222,1006,1216,328,341,663,865,11,8
1,47,12,2747,1240,1507,421,422,809,1080,12,10
1,47,13,2771,1270,1501,453,452,808,1037,8,10
1,47,14,2300,1050,1250,406,476,629,765,9,8
1,47,15,1898,855,1043,381,403,469,638,9,6
1,47,16,1223,521,702,246,278,267,418,4,3
1,47,17,880,323,557,139,262,181,293,2,3
1,47,18,720,201,519,98,245,100,272,2,5
1,49,0,71513,35577,35936,33665,34157,905,855,5715,5059
1,49,1,4269,2213,2056,2104,1935,101,88,606,591
1,49,2,4656,2398,2258,2305,2155,85,76,670,583
1,49,3,5119,2620,2499,2463,2320,68,83,757,741
1,49,4,4799,2554,2245,2399,2105,62,68,657,562
1,49,5,4145,2155,1990,2028,1847,50,72,454,419
1,49,6,4606,2363,2243,2164,2123,69,56,356,352
1,49,7,3920,2014,1906,1882,1790,50,46,420,281
1,49,8,4176,2055,2121,1922,2015,52,38,388,380
1,49,9,4497,2242,2255,2080,2122,64,46,429,351
1,49,10,4783,2406,2377,2244,2256,85,44,341,290
1,49,11,4602,2293,2309,2175,2185,50,50,222,211
1,49,12,4767,2358,2409,2248,2302,38,48,204,133
1,49,13,4573,2236,2337,2130,2253,53,36,118,67
1,49,14,3972,1901,2071,1852,1999,24,44,44,40
1,49,15,3540,1670,1870,1617,1828,21,17,22,30
1,49,16,2368,1087,1281,1065,1249,16,18,8,11
1,49,17,1480,589,891,569,879,14,8,11,11
1,49,18,1241,423,818,418,794,3,17,8,6
1,51,0,81209,39236,41973,30303,32489,8679,9207,1289,1274
1,51,1,4734,2387,2347,1809,1737,622,659,123,118
1,51,2,4973,2649,2324,2053,1795,633,558,144,136
1,51,3,5271,2628,2643,1964,1999,665,673,151,142
1,51,4,5012,2575,2437,1916,1780,657,643,128,94
1,51,5,4794,2510,2284,1648,1610,860,665,91,75
1,51,6,5834,2838,2996,1969,2213,844,756,83,105
1,51,7,5519,2643,2876,1911,2138,696,709,108,147
1,51,8,5399,2516,2883,1840,2126,639,727,105,111
1,51,9,5220,2489,2731,1884,2084,560,610,95,100
1,51,10,5522,2558,2964,1983,2221,547,707,59,63
1,51,11,5248,2517,2731,1991,2115,489,589,58,51
1,51,12,5767,2729,3038,2210,2408,489,588,56,52
1,51,13,5259,2508,2751,2097,2268,385,437,31,29
1,51,14,4182,1915,2267,1633,1889,249,340,24,14
1,51,15,3543,1674,1869,1500,1639,159,210,10,12
1,51,16,2374,1110,1264,1009,1092,91,159,6,8
1,51,17,1409,621,788,550,692,65,88,6,2
1,51,18,1149,369,780,336,683,29,89,11,15
1,53,0,36633,18425,18208,11628,11900,6183,5679,530,422
1,53,1,2202,1089,1113,662,686,409,405,51,53
1,53,2,2314,1165,1149,755,742,387,385,53,69
1,53,3,2325,1169,1156,755,729,388,424,64,39
1,53,4,2148,1057,1091,667,639,354,413,25,31
1,53,5,2045,1097,948,576,561,481,341,30,30
1,53,6,2673,1455,1218,779,719,616,444,55,28
1,53,7,2300,1323,977,668,618,604,314,36,28
1,53,8,2270,1236,1034,678,645,517,340,34,18
1,53,9,2208,1208,1000,774,640,390,333,46,29
1,53,10,2422,1310,1112,845,734,420,332,34,27
1,53,11,2253,1196,1057,774,691,369,321,31,17
1,53,12,2507,1240,1267,846,862,346,351,24,18
1,53,13,2275,1067,1208,737,803,293,354,17,7
1,53,14,2056,943,1113,673,786,224,284,7,13
1,53,15,1741,755,986,589,715,150,235,14,4
1,53,16,1336,547,789,429,586,109,181,2,5
1,53,17,864,351,513,250,384,90,117,3,6
1,53,18,694,217,477,171,360,36,105,4,0
1,55,0,102268,49496,52772,40989,43299,8023,9073,2225,2005
1,55,1,5964,3069,2895,2460,2282,687,684,249,260
1,55,2,5936,3091,2845,2522,2293,635,596,251,244
1,55,3,6078,3090,2988,2547,2436,524,556,269,230
1,55,4,6127,3162,2965,2465,2328,672,636,229,195
1,55,5,6124,3142,2982,2352,2335,767,631,167,153
1,55,6,6679,3321,3358,2639,2643,634,686,180,158
1,55,7,5785,2790,2995,2248,2376,503,574,157,157
1,55,8,6091,2948,3143,2413,2504,466,594,138,132
1,55,9,6000,2875,3125,2357,2524,432,537,135,104
